party_conservative_1_HOL;ALFA;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_2_HOL;Freie Waehler;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_HOL;FDP;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_1_HOL;Piratenpartei;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_HOL;SPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_1_HOL;Linkspartei/PDS;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_2_HOL;Die Linke;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_HOL;Die Gruenen;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_1_HOL;Buendnis 90/Die Gruenen;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_HOL;Sozialistische Reichspartei;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_1_HOL;Partei Bibeltreuer Christen;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_2_HOL;Buendnis C;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_3_HOL;NPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_4_HOL;AfD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_HOL;Fraktion Kalifatstaat;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_1_HOL;Politische Salafisten;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_HOL;KPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_1_HOL;DKP;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_2_HOL;MLPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_LIP;Union CDU/CSU;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_1_LIP;ALFA;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_2_LIP;Freie Waehler;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_LIP;FDP;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_1_LIP;Piratenpartei;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_LIP;SPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_1_LIP;Linkspartei/PDS;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_2_LIP;Die Linke;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_LIP;Die Gruenen;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_1_LIP;Buendnis 90/Die Gruenen;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_LIP;Sozialistische Reichspartei;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_1_LIP;Partei Bibeltreuer Christen;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_2_LIP;Buendnis C;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_3_LIP;NPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_4_LIP;AfD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_LIP;Fraktion Kalifatstaat;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_1_LIP;Politische Salafisten;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_LIP;KPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_1_LIP;DKP;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_2_LIP;MLPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_LUB;Union CDU/CSU;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_1_LUB;ALFA;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_2_LUB;Freie Waehler;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_LUB;FDP;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_1_LUB;Piratenpartei;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_LUB;SPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_1_LUB;Linkspartei/PDS;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_2_LUB;Die Linke;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_LUB;Die Gruenen;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_1_LUB;Buendnis 90/Die Gruenen;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_LUB;Sozialistische Reichspartei;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_1_LUB;Partei Bibeltreuer Christen;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_2_LUB;Buendnis C;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_3_LUB;NPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_4_LUB;AfD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_LUB;Fraktion Kalifatstaat;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_1_LUB;Politische Salafisten;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_LUB;KPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_1_LUB;DKP;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_2_LUB;MLPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_MEC;Union CDU/CSU;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_1_MEC;ALFA;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_2_MEC;Freie Waehler;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_MEC;FDP;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_1_MEC;Piratenpartei;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_MEC;SPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_1_MEC;Linkspartei/PDS;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_2_MEC;Die Linke;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_MEC;Die Gruenen;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_1_MEC;Buendnis 90/Die Gruenen;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_MEC;Sozialistische Reichspartei;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_1_MEC;Partei Bibeltreuer Christen;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_2_MEC;Buendnis C;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_3_MEC;NPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_4_MEC;AfD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_MEC;Fraktion Kalifatstaat;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_1_MEC;Politische Salafisten;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_MEC;KPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_1_MEC;DKP;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_2_MEC;MLPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_MEI;Union CDU/CSU;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_1_MEI;ALFA;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_2_MEI;Freie Waehler;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_MEI;FDP;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_1_MEI;Piratenpartei;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_MEI;SPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_1_MEI;Linkspartei/PDS;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_2_MEI;Die Linke;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_MEI;Die Gruenen;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_1_MEI;Buendnis 90/Die Gruenen;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_MEI;Sozialistische Reichspartei;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_1_MEI;Partei Bibeltreuer Christen;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_2_MEI;Buendnis C;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_3_MEI;NPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_4_MEI;AfD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_MEI;Fraktion Kalifatstaat;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_1_MEI;Politische Salafisten;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_MEI;KPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_1_MEI;DKP;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_2_MEI;MLPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_NAS;Union CDU/CSU;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_1_NAS;ALFA;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_2_NAS;Freie Waehler;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_NAS;FDP;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_1_NAS;Piratenpartei;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_NAS;SPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_1_NAS;Linkspartei/PDS;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_2_NAS;Die Linke;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_NAS;Die Gruenen;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_1_NAS;Buendnis 90/Die Gruenen;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_NAS;Sozialistische Reichspartei;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_1_NAS;Partei Bibeltreuer Christen;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_2_NAS;Buendnis C;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_3_NAS;NPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_4_NAS;AfD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_NAS;Fraktion Kalifatstaat;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_1_NAS;Politische Salafisten;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_NAS;KPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_1_NAS;DKP;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_2_NAS;MLPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_NGF;Union CDU/CSU;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_1_NGF;ALFA;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_2_NGF;Freie Waehler;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_NGF;FDP;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_1_NGF;Piratenpartei;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_NGF;SPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_1_NGF;Linkspartei/PDS;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_2_NGF;Die Linke;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_NGF;Die Gruenen;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_1_NGF;Buendnis 90/Die Gruenen;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_NGF;Sozialistische Reichspartei;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_1_NGF;Partei Bibeltreuer Christen;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_2_NGF;Buendnis C;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_3_NGF;NPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_4_NGF;AfD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_NGF;Fraktion Kalifatstaat;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_1_NGF;Politische Salafisten;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_NGF;KPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_1_NGF;DKP;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_2_NGF;MLPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_OLD;Union CDU/CSU;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_1_OLD;ALFA;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_2_OLD;Freie Waehler;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_OLD;FDP;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_1_OLD;Piratenpartei;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_OLD;SPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_1_OLD;Linkspartei/PDS;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_2_OLD;Die Linke;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_OLD;Die Gruenen;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_1_OLD;Buendnis 90/Die Gruenen;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_OLD;Sozialistische Reichspartei;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_1_OLD;Partei Bibeltreuer Christen;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_2_OLD;Buendnis C;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_3_OLD;NPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_4_OLD;AfD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_OLD;Fraktion Kalifatstaat;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_1_OLD;Politische Salafisten;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_OLD;KPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_1_OLD;DKP;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_2_OLD;MLPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_SAX;Union CDU/CSU;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_1_SAX;ALFA;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_2_SAX;Freie Waehler;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_SAX;FDP;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_1_SAX;Piratenpartei;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_SAX;SPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_1_SAX;Linkspartei/PDS;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_2_SAX;Die Linke;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_SAX;Die Gruenen;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_1_SAX;Buendnis 90/Die Gruenen;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_SAX;Sozialistische Reichspartei;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_1_SAX;Partei Bibeltreuer Christen;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_2_SAX;Buendnis C;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_3_SAX;NPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_4_SAX;AfD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_SAX;Fraktion Kalifatstaat;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_1_SAX;Politische Salafisten;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_SAX;KPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_1_SAX;DKP;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_2_SAX;MLPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_SCH;Union CDU/CSU;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_1_SCH;ALFA;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_2_SCH;Freie Waehler;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_SCH;FDP;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_1_SCH;Piratenpartei;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_SCH;SPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_1_SCH;Linkspartei/PDS;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_2_SCH;Die Linke;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_SCH;Die Gruenen;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_1_SCH;Buendnis 90/Die Gruenen;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_SCH;Sozialistische Reichspartei;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_1_SCH;Partei Bibeltreuer Christen;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_2_SCH;Buendnis C;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_3_SCH;NPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_4_SCH;AfD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_SCH;Fraktion Kalifatstaat;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_1_SCH;Politische Salafisten;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_SCH;KPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_1_SCH;DKP;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_2_SCH;MLPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_SGF;Union CDU/CSU;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_1_SGF;ALFA;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_2_SGF;Freie Waehler;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_SGF;FDP;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_1_SGF;Piratenpartei;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_SGF;SPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_1_SGF;Linkspartei/PDS;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_2_SGF;Die Linke;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_SGF;Die Gruenen;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_1_SGF;Buendnis 90/Die Gruenen;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_SGF;Sozialistische Reichspartei;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_1_SGF;Partei Bibeltreuer Christen;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_2_SGF;Buendnis C;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_3_SGF;NPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_4_SGF;AfD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_SGF;Fraktion Kalifatstaat;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_1_SGF;Politische Salafisten;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_SGF;KPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_1_SGF;DKP;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_2_SGF;MLPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_WEI;Union CDU/CSU;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_1_WEI;ALFA;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_2_WEI;Freie Waehler;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_WEI;FDP;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_1_WEI;Piratenpartei;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_WEI;SPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_1_WEI;Linkspartei/PDS;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_2_WEI;Die Linke;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_WEI;Die Gruenen;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_1_WEI;Buendnis 90/Die Gruenen;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_WEI;Sozialistische Reichspartei;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_1_WEI;Partei Bibeltreuer Christen;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_2_WEI;Buendnis C;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_3_WEI;NPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_4_WEI;AfD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_WEI;Fraktion Kalifatstaat;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_1_WEI;Politische Salafisten;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_WEI;KPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_1_WEI;DKP;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_2_WEI;MLPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_WUR;Union CDU/CSU;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_1_WUR;ALFA;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_2_WUR;Freie Waehler;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_WUR;FDP;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_1_WUR;Piratenpartei;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_WUR;SPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_1_WUR;Linkspartei/PDS;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_2_WUR;Die Linke;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_WUR;Die Gruenen;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_1_WUR;Buendnis 90/Die Gruenen;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_WUR;Sozialistische Reichspartei;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_1_WUR;Partei Bibeltreuer Christen;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_2_WUR;Buendnis C;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_3_WUR;NPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_4_WUR;AfD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_WUR;Fraktion Kalifatstaat;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_1_WUR;Politische Salafisten;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_WUR;KPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_1_WUR;DKP;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_2_WUR;MLPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_LOM;People of Freedom;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_LOM;Civic Choice;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_LOM;Democratic Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_LOM;Five Star Movement;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_LOM;Lega Nord;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_LOM;Italian Social Movement;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_1_LOM;National Alliance;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_2_LOM;Brothers of Italy;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_LOM;Workers' Communist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_LUC;People of Freedom;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_LUC;Civic Choice;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_LUC;Democratic Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_LUC;Five Star Movement;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_LUC;Lega Nord;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_LUC;Italian Social Movement;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_1_LUC;National Alliance;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_2_LUC;Brothers of Italy;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_LUC;Workers' Communist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_MOD;People of Freedom;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_MOD;Civic Choice;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_MOD;Democratic Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_MOD;Five Star Movement;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
